Series,Name,,Codes,,,,,,,
M.M. Vending,Inside Out,,"TL001, A008",,,,,,,
M.M. Vending,Lilo and Stitch,,A007,,,,,,,
M.M. Vending,Mickey & Friends,,A003,,,,,,,
M.M. Vending,Minnie & Friends,,"A002, A007",,,,,,,
M.M. Vending,Moana,,A005,,,,,,,
M.M. Vending,Nightmare Before Christmas,,A001,,,,,,,
M.M. Vending,Toy Story,,A004,,,,,,,
M.M. Vending,Winnie the Pooh,,A006,,,,,,,
Popcorn,Alien,,A002,,,,,,,
Popcorn,Cheshire Cat,,A003,,,,,,,
Popcorn,Minnie Mouse,,A001,,,,,,,
Popcorn,Stitch,,A004,,,,,,,
,,,,,,,,,,
Code,Series,Type,Character 1,Character 2,Character3,Character4,,,,
2,1,Bag#,Strawberry Sundae Waffle Bowl,,,,Minnie Mouse,,,
3,1,Bag#,Mochi Sundae,,,,Pearl,,,
4,1,Bag#,Frosted Sugar,,,,Nemo,,,
5,1,Bag#,French Hot Chocolate,,,,Remy,,,
6,1,Bag#,Strawberry Croissant,,,,Emile,,,
7,1,Bag#,Melon Gelato Sundae,,,,Joy,,,
8,1,Bag#,Red Bean Shaved Ice,,,,Panda Mei,,,
8,1,Bag#,Blueberry Pie,,,,Sadness,,,
9,1,Bag#,Lavender Ice Cream Sundae,,,,Ursula,,,
10,1,Bag#,Blue Raspberry Frozen Yogurt,,,,Flotsam & Jetsam,,,
11,1,Bag#,Pumpkin Sage,,,,Pumbaa,,,
12,1,Bag#,Cheesy Grilled Squash,,,,Timon,,,
13,1,Bag#,Lemon Berry Ice Pop,,,,Dory,,,
14,1,Bag#,Orange Ice Pop,,,,Marlin,,,
16,1,Bag#,Lettuce Wrap,,,,Bambi,,,
17,1,Bag#,Milk Chocolate Ganache Truffle,,,,Dale,,,
18,1,Bag#,Dark Chocolate Ganache Truffle,,,,Chip,,,
19,1,Bag#,Sea Salt Caramel Cookie,,,,Mochi,,,
20,1,Bag#,Oat Milk,,,,Baymax,,,
21,1,Bag#,Everything Bagel Sandwich,,,,Minnie Mouse,,,
22,1,Bag#,Iced Cookie Latte,,,,Mickey Mouse,,,
23,1,Bag#,Onigiri Nori,,,,Donald Duck,,,
24,1,Bag#,Salmon Roll,,,,Daisy Duck,,,
25,1,Bag#,Tropical Fruit Slushy,,,,Hei Hei,,,
26,1,Bag#,Dragonfruit Petit Cake,,,,Pua,,,
27,1,Bag#,Cinnamon Cherry Macaron,,,,Sebastian,,,
28,1,Bag#,Banana Berry Candy,,,,Flounder,,,
29,1,Bag#,Chocolate Dipped Sponge Cake,,,,Wall-E,,,
30,1,Bag#,Chocolate Dipped Mint Marshmallow,,,,Eve,,,
31,1,Bag#,Salted Caramel Chocolate Tart,,,,Mickey Mouse,,,
32,1,Bag#,Mixed Fruit Tart,,,,Minnie Mouse,,,
33,1,Bag#,Garlic Mini Baguette,,,,Tramp,,,
34,1,Bag#,Roasted Butternut Squash Ravioli,,,,Lady,,,
36,1,Bag#,Tomato Celery Boat,,,,Mushu,,,
37,1,Bag#,Stuffed Pepper,,,,Winnie the Pooh,,,
38,1,Bag#,Loaded Baked Potato,,,,Mickey Mouse,,,
39,1,Bag#,Blueberry Pancake,,,,Minnie Mouse,,,
40,1,Bag#,Coconut Water,,,,Daisy Duck,,,
41,1,Bag#,Chocolate Dipped Strawberry,,,,Piglet,,,
42,1,Bag#,Banana Nut Bread,,,,King Louie,,,
43,1,Bag#,Acai Bowl,,,,Angel,,,
44,1,Bag#,Lemon Chocolate Cake,,,,Simba,,,
45,1,Bag#,Fruit and Granola Parfait,,,,White Rabbit,,,
46,1,Bag#,Cotton Candy,,,,Marie,,,
47,1,Bag#,Blue Raspberry Gumdrop,,,,Sulley,,,
48,1,Bag#,Berry Blue Rock Candy,,,,Sulley,,,
49,1,Bag#,Peppermint Meringue Hard Candy,,,,Minnie Mouse,,,
50,1,Bag#,Tripleberry Candy Bonbon,,,,Dumbo,,,
51,1,Bag#,Bubblegum Lollipop,,,,Cheshire Cat,,,
52,1,Bag#,Chocolate Brownie Bar,,,,Goofy,,,
53,1,Bag#,Cool Mint Candy Bonbon,,,,Mickey Mouse,,,
54,1,Bag#,Wild Raspberry Lollipop,,,,Donald Duck,,,
55,1,Bag#,Strawberry & Granola Yogurt Cake Pop,,,,Daisy Duck,,,
56,1,Bag#,Peanut Butter Chocolate Swirl Cup,,,,Pluto,,,
57,1,Bag#,Lemon Mint Shaved Ice,,,,Winnie the Pooh,,,
58,1,Bag#,Blueberry Crumble Frozen Yogurt,,,,Stitch,,,
59,1,Bag#,Cherry Snow Cone,,,,Donald Duck,,,
60,1,Bag#,Chocolate Dipped Mint Chip Ice Cream Cone,,,,Patch,,,
61,1,Bag#,Toasted Smore,,,,Baymax,,,
63,1,Bag#,Strawberry Birthday Cupcake,,,,Minnie Mouse,,,
65,1,Bag#,Vanilla Macaron,,,,Marie,,,
66,1,Bag#,Honey Cake,,,,Winnie the Pooh,,,
68,1,Bag#,Peanut Butter Chocolate Swirl Cup,,,,Pluto,,,
68,1,Bag#,Peanut Butter Swirl Cake Pop,,,,Tigger,,,
69,1,Bag#,Cinnamon Swirl Bun,,,,Mickey Mouse,,,
70,1,Bag#,Wild Strawberry Cupcake,,,,Minnie Mouse,,,
71,1,Bag#,Chocolate Chip Cookie,,,,Patch,,,
72,1,Bag#,Wild Blueberry Muffin,,,,Eeyore,,,
73,1,Bag#,Pepperoni Pizza,,,,Minnie Mouse,,,
74,1,Bag#,Falafel Pita Pocket (Chip),,,,Chip,,,
75,1,Bag#,Falafel Pita Pocket (Dale),,,,Dale,,,
76,1,Bag#,Fruit Parfait,,,,Cheshire Cat,,,
77,1,Bag#,Chocolate Rasberry Mousse Cake,,,,Leroy,,,
78,1,Bag#,Concha Bread Ice Cream,,,,Squirt,,,
79,1,Bag#,Vegetable Shumai,,,,Pluto,,,
80,1,Bag#,Red Bean Shaved Ice,,,,Panda Mei,,,
A031,1,Bag#,Confetti Icing Cupcake,,,,Mickey Mouse,,,
A054,1,Bag#,Lemon Berry Lollipop,,,,Donald Duck,,,
A063,1,Bag#,Pink Lemonade Cupcake,,,,Minnie Mouse,,,
A065,1,Bag#,Rose Macaron,,,,Marie,,,
A101,1,Clip-on,Wild Strawberry Cupcake,,,,Minnie Mouse,,,
A102,1,Clip-on,Red Bean Shaved Ice,,,,Panda Mei,,,
A103,1,Clip-on,Toasted Smore,,,,Baymax,,,
A104,1,Clip-on,Strawberry & Granola Yogurt Cake Pop,,,,Daisy Duck,,,
A105,1,Clip-on,Chocolate Dipped Strawberry,,,,Piglet,,,
A106,1,Clip-on,Strawberry Sundae Waffle Bowl,,,,Minnie Mouse,,,
A107,1,Clip-on,Blueberry Pineapple Upside Down Cake,,,,Stitch,,,
A108,1,Clip-on,Banana Berry Candy,,,,Flounder,,,
A109,1,Clip-on,Cherry Snow Cone,,,,Donald Duck,,,
A110,1,Clip-on,Chocolate Dipped Mint Chip Ice Cream Cone,,,,Patch,,,
A111,1,Clip-on,Lemon Mint Shaved Ice,,,,Winnie the Pooh,,,
A112,1,Clip-on,Blueberry Crumble Frozen Yogurt,,,,Stitch,,,
A114,1,Clip-on,Vanilla Macaron,,,,Marie,,,
A115,1,Clip-on,Frosted Sugar,,,,Nemo,,,
A116,1,Clip-on,Iced Sugar Cookie,,,,Donald Duck,,,
A116,1,Clip-on,Banana Berry Candy,,,,Flounder,,,
A117,1,Clip-on,Cinnamon Swirl Bun,,,,Mickey Mouse,,,
A118,1,Clip-on,Melon Gelato Sundae,,,,Joy,,,
A012,1,Easter,Rose Macaron,Pink Lemonade Cupcake,,,Marie,Minnie Mouse,,
A033,1,Easter,Pink Lemonade Cupcake,Lemon Berry Lollipop,,,Minnie Mouse,Donald Duck,,
A048,1,Easter,Confetti Icing Cupcake,Lemon Berry Lollipop,,,Mickey Mouse,Donald Duck,,
A059,1,Easter,Rose Macaron,Confetti Icing Cupcake,,,Marie,Mickey Mouse,,
A083,1,Easter,Confetti Icing Cupcake,Pink Lemonade Cupcake,,,Mickey Mouse,Minnie Mouse,,
A172,1,Easter,Rose Macaron,Lemon Berry Lollipop,,,Marie,Donald Duck,,
TL000,1,Test,"Acai Bowl, Banana Berry Candy, Blue Raspberry Frozen Yogurt, Blueberry Pancake, Blueberry Pie, Bubblegum Lollipop, Cheesy Grilled Squash",,,,#N/A,,,
8,1,Valentine,Chocolate Brownie Bar,,,,Goofy,,,
12,1,Valentine,Salted Caramel Chocolate Tart,,,,Mickey Mouse,,,
17,1,Valentine,Wild Raspberry Lollipop,,,,Donald Duck,,,
28,1,Valentine,Banana Berry Candy,,,,Flounder,,,
45,1,Valentine,Wild Strawberry Cupcake,,,,Minnie Mouse,,,
56,1,Valentine,Chocolate Dipped Strawberry,,,,Piglet,,,
66,1,Valentine,Vanilla Macaron,,,,Marie,,,
73,1,Valentine,Bubblegum Lollipop,,,,Cheshire Cat,,,
105,2,2Pack,Chocolate Crackles,,,,Roo,,,
A003,2,2Pack,Berry French Toast,Sugary Tanghulu,,,Cogsworth,Mickey Mouse,,
A004,2,2Pack,Tofu Spring Roll,Raspberry Croissant Roll,,,Daisy Duck,Minnie Mouse,,
A005,2,2Pack,Shepherd's Pie,Croque Baguette,,,Donald Duck,Lumiere,,
A007,2,2Pack,Croque Baguette,Lemon Blueberry Scone,,,Lumiere,Stitch,,
A023,2,2Pack,Berry French Toast,Red Bean Sesame Ball,,,Cogsworth,Minnie Mouse,,
A025,2,2Pack,Raspberry Croissant Roll,Veggie Fried Rice,,,Minnie Mouse,Tigger,,
A028,2,2Pack,Chili Crisp Wonton Ravioli,Raspberry Macaron,,,Donald Duck,Piglet,,
A033,2,2Pack,Beans on Toast,Veggie Fried Rice,,,Mickey Mouse,Tigger,,
A036,2,2Pack,Berry French Toast,Veggie Fried Rice,,,Cogsworth,Tigger,,
A039,2,2Pack,Tofu Spring Roll,Croque Baguette,,,Daisy Duck,Lumiere,,
A042,2,2Pack,Chili Crisp Wonton Ravioli,Raspberry Croissant Roll,,,Donald Duck,Minnie Mouse,,
A047,2,2Pack,Palmier Delight,Veggie Fried Rice,,,Mickey Mouse,Tigger,,
A048,2,2Pack,Beans on Toast,Lemon Blueberry Scone,,,Mickey Mouse,Stitch,,
A048,2,2Pack,Lemon Blueberry Scone,,,,Stitch,,,
A055,2,2Pack,Chili Crisp Wonton Ravioli,Lemon Blueberry Scone,,,Donald Duck,Stitch,,
A058,2,2Pack,Tofu Spring Roll,Lemon Blueberry Scone,,,Daisy Duck,Stitch,,
A059,2,2Pack,Croque Baguette,Raspberry Croissant Roll,,,Lumiere,Minnie Mouse,,
A060,2,2Pack,Palmier Delight,Spicy Pulled Noodles,,,Mickey Mouse,Mushu,,
A068,2,2Pack,Red Bean Sesame Ball,Lemon Blueberry Scone,,,Minnie Mouse,Stitch,,
A071,2,2Pack,Berry French Toast,Beans on Toast,,,Cogsworth,Mickey Mouse,,
A076,2,2Pack,Palmier Delight,Red Bean Sesame Ball,,,Mickey Mouse,Minnie Mouse,,
A077,2,2Pack,Triple Chocolate Creme Puff,Veggie Fried Rice,,,Beast,Tigger,,
A083,2,2Pack,Chili Crisp Wonton Ravioli,Red Bean Sesame Ball,,,Donald Duck,Minnie Mouse,,
A088,2,2Pack,French Vanilla Creme Puff,Croque Baguette,,,Emile,Lumiere,,
A092,2,2Pack,Raspberry Croissant Roll,Red Bean Mooncake,,,Minnie Mouse,Red Panda Mei,,
A106,2,2Pack,Raspberry Croissant Roll,Red Bean Sesame Ball,,,Minnie Mouse,Minnie Mouse,,
A108,2,2Pack,Mayo Melt Eggwich Sandwich,Palmier Delight,,,March Hare,Mickey Mouse,,
A115,2,2Pack,Chili Crisp Wonton Ravioli,Veggie Fried Rice,,,Donald Duck,Tigger,,
A115,2,2Pack,Chili Crisp Wonton Ravioli,,,,Donald Duck,,,
A117,2,2Pack,Berry French Toast,Croque Baguette,,,Cogsworth,Lumiere,,
A118,2,2Pack,Berry French Toast,Red Bean Sesame Ball,,,Cogsworth,Minnie Mouse,,
A121,2,2Pack,French Vanilla Creme Puff,Palmier Delight,,,Emile,Mickey Mouse,,
A134,2,2Pack,Tofu Spring Roll,Chili Crisp Wonton Ravioli,,,Daisy Duck,Donald Duck,,
A134,2,2Pack,Berry French Toast,Chili Crisp Wonton Ravioli,,,Cogsworth,Donald Duck,,
A149,2,2Pack,Croque Baguette,Veggie Fried Rice,,,Lumiere,Tigger,,
A150,2,2Pack,Palmier Delight,Raspberry Croissant Roll,,,Mickey Mouse,Minnie Mouse,,
A152,2,2Pack,Tofu Spring Roll,Chili Crisp Wonton Ravioli,,,Daisy Duck,Donald Duck,,
A158,2,2Pack,Berry French Toast,Veggie Fried Rice,,,Cogsworth,Tigger,,
A159,2,2Pack,Berry French Toast,Palmier Delight,,,Cogsworth,Mickey Mouse,,
A161,2,2Pack,Berry French Toast,Croque Baguette,,,Cogsworth,Lumiere,,
A163,2,2Pack,Palmier Delight,Lemon Blueberry Scone,,,Mickey Mouse,Stitch,,
A166,2,2Pack,Palmier Delight,Lemon Blueberry Scone,,,Mickey Mouse,Stitch,,
A167,2,2Pack,Palmier Delight,Veggie Fried Rice,,,Mickey Mouse,Tigger,,
A168,2,2Pack,Beans on Toast,Lemon Blueberry Scone,,,Mickey Mouse,Stitch,,
A170,2,2Pack,Croque Baguette,Lemon Blueberry Scone,,,Lumiere,Stitch,,
A172,2,2Pack,Tofu Spring Roll,Chili Crisp Wonton Ravioli,,,Daisy Duck,Donald Duck,,
A177,2,2Pack,Palmier Delight,Raspberry Croissant Roll,,,Mickey Mouse,Minnie Mouse,,
A181,2,2Pack,Beans on Toast,Red Bean Sesame Ball,,,Mickey Mouse,Minnie Mouse,,
A181,2,2Pack,#VALUE!,,,,#N/A,,,
A185,2,2Pack,Berry French Toast,Veggie Fried Rice,,,Cogsworth,Tigger,,
A186,2,2Pack,Tofu Spring Roll,Chocolate Crackles,,,Daisy Duck,Roo,,
A187,2,2Pack,Berries and Creme Pavlova,Beans on Toast,,,Bianca,Mickey Mouse,,
A190,2,2Pack,Tofu Spring Roll,Croque Baguette,,,Daisy Duck,Lumiere,,
A194,2,2Pack,Red Bean Sesame Ball,Lemon Blueberry Scone,,,Minnie Mouse,Stitch,,
A199,2,2Pack,Berry French Toast,Palmier Delight,,,Cogsworth,Mickey Mouse,,
A202,2,2Pack,Berries and Creme Pavlova,Tofu Spring Roll,,,Bianca,Daisy Duck,,
A207,2,2Pack,Mayo Melt Eggwich Sandwich,Red Bean Sesame Ball,,,March Hare,Minnie Mouse,,
A209,2,2Pack,Tofu Spring Roll,Red Bean Sesame Ball,,,Daisy Duck,Minnie Mouse,,
A213,2,2Pack,Chili Crisp Wonton Ravioli,Palmier Delight,,,Donald Duck,Mickey Mouse,,
A219,2,2Pack,Chili Crisp Wonton Ravioli,Red Bean Sesame Ball,,,Donald Duck,Minnie Mouse,,
A221,2,2Pack,Lemon Blueberry Scone,Veggie Fried Rice,,,Stitch,Tigger,,
A225,2,2Pack,Beans on Toast,Raspberry Croissant Roll,,,Mickey Mouse,Minnie Mouse,,
A227,2,2Pack,Red Bean Sesame Ball,Chocolate Crackles,,,Minnie Mouse,Roo,,
A243,2,2Pack,Chili Crisp Wonton Ravioli,Palmier Delight,,,Donald Duck,Mickey Mouse,,
A244,2,2Pack,Chili Crisp Wonton Ravioli,Palmier Delight,,,Donald Duck,Mickey Mouse,,
A245,2,2Pack,Croque Baguette,Raspberry Croissant Roll,,,Lumiere,Minnie Mouse,,
A246,2,2Pack,Red Bean Sesame Ball,,,,Minnie Mouse,,,
A246,2,2Pack,Red Bean Sesame Ball,Veggie Fried Rice,,,Minnie Mouse,Tigger,,
A249,2,2Pack,Croque Baguette,Veggie Fried Rice,,,Lumiere,Tigger,,
A250,2,2Pack,Tofu Spring Roll,Shepherd's Pie,,,Daisy Duck,Donald Duck,,
A252,2,2Pack,Berry French Toast,Lemon Blueberry Scone,,,Cogsworth,Stitch,,
A253,2,2Pack,Beans on Toast,Raspberry Croissant Roll,,,Mickey Mouse,Minnie Mouse,,
A257,2,2Pack,Tofu Spring Roll,Beans on Toast,,,Daisy Duck,Mickey Mouse,,
A266,2,2Pack,Beans on Toast,Raspberry Croissant Roll,,,Mickey Mouse,Minnie Mouse,,
A273,2,2Pack,Chili Crisp Wonton Ravioli,Beans on Toast,,,Donald Duck,Mickey Mouse,,
A276,2,2Pack,Tofu Spring Roll,Raspberry Croissant Roll,,,Daisy Duck,Minnie Mouse,,
A279,2,2Pack,Berry French Toast,Croque Baguette,,,Cogsworth,Lumiere,,
A287,2,2Pack,Beans on Toast,Spicy Pulled Noodles,,,Mickey Mouse,Mushu,,
A297,2,2Pack,Chili Crisp Wonton Ravioli,Raspberry Croissant Roll,,,Donald Duck,Minnie Mouse,,
TL001,2,2Pack,Triple Chocolate Creme Puff,Blueberry Frozen Yogurt,,,Beast,Stitch,,
74702,2,Bag #,Mixed Berry Shaved Ice,,,,Eeyore,,,
93,2,Bag#,Raspberry Croissant Roll,,,,Minnie Mouse,,,
94,2,Bag#,Raspberry Macaron,,,,Piglet,,,
95,2,Bag#,Sugary Tanghulu,,,,Mickey Mouse,,,
96,2,Bag#,Lemon Blueberry Scone,,,,Stitch,,,
97,2,Bag#,Palmier Delight,,,,Mickey Mouse,,,
98,2,Bag#,French Vanilla Creme Puff,,,,Emile,,,
99,2,Bag#,Berries and Creme Pavlova,,,,Bianca,,,
100,2,Bag#,Croque Baguette,,,,Lumiere,,,
101,2,Bag#,Beans on Toast,,,,Mickey Mouse,,,
102,2,Bag#,Shepherd's Pie,,,,Donald Duck,,,
103,2,Bag#,Mayo Melt Eggwich Sandwich,,,,March Hare,,,
104,2,Bag#,Triple Chocolate Creme Puff,,,,Beast,,,
105,2,Bag#,Chocolate Crackles,,,,Roo,,,
106,2,Bag#,Red Bean Sesame Ball,,,,Minnie Mouse,,,
107,2,Bag#,Chili Crisp Wonton Ravioli,,,,Donald Duck,,,
108,2,Bag#,Tofu Spring Roll,,,,Daisy Duck,,,
109,2,Bag#,Veggie Fried Rice,,,,Tigger,,,
110,2,Bag#,Red Bean Mooncake,,,,Red Panda Mei,,,
111,2,Bag#,Spicy Pulled Noodles,,,,Mushu,,,
112,2,Bag#,Berry French Toast,,,,Cogsworth,,,
A001,M.M. Vending,Bag #,Nightmare Before Christmas,,,,,,,
A002,M.M. Vending,Bag #,Minnie & Friends,,,,,,,
A003,M.M. Vending,Bag #,Mickey & Friends,,,,,,,
A004,M.M. Vending,Bag #,Toy Story,,,,,,,
A005,M.M. Vending,Bag #,Moana,,,,,,,
A006,M.M. Vending,Bag #,Winnie the Pooh,,,,,,,
A007,M.M. Vending,Bag #,Lilo and Stitch,,,,,,,
A007,M.M. Vending,Bag #,Minnie & Friends,,,,,,,
A008,M.M. Vending,Bag #,Inside Out,,,,,,,
TL001,M.M. Vending,Bag #,Inside Out,,,,,,,
A001,Popcorn,Bag #,Minnie Mouse,,,,,,,
A002,Popcorn,Bag #,Alien,,,,,,,
A003,Popcorn,Bag #,Cheshire Cat,,,,,,,
A004,Popcorn,Bag #,Stitch,,,,,,,
